0.03680867	-0.06032097	-0.049858745	3.477764e-05	0.060876306	0.009011489	0.0037708534	-0.077840365	0.021299677	-0.026645714	0.045135826	-0.011463591	0.015396498	-0.050111987	0.07115716	0.038034447
0.07660802	-0.030956477	-0.0765149	-0.019144228	0.027105806	0.011688182	-0.02262881	-0.088610105	-0.01749958	-0.089379	0.03058521	-0.034756448	0.0051488164	-0.059593476	0.052694064	0.016183408
0.08087503	-0.03853227	-0.021877864	-0.01397779	0.005506041	0.04810115	-0.0043872218	-0.053013824	-0.02565295	-0.025477648	0.056681927	0.015625592	0.07517502	0.013394287	0.04248351	-0.036100194
0.010451782	0.044787873	-0.059684034	0.022116937	0.04559326	0.028701488	0.05364605	-0.13781129	-0.0146530215	-0.0695196	0.021065481	0.055691067	0.01257137	0.034930393	0.09520977	0.025351945
-0.024477044	-0.027857779	-0.05442471	-0.016581895	0.023146003	0.030250909	0.027724288	-0.06965447	0.0528098	0.017424338	0.04268199	0.060136646	-0.012194607	-0.036211874	0.08809482	-0.05359449
0.0431908	0.06765937	-0.079507284	0.022280166	0.09997135	0.0012448287	-0.004828929	-0.025403347	-0.041738786	-0.008486256	0.036364354	-0.007061253	-0.008834763	-0.021995043	0.055625845	0.016273854
0.100746684	-0.07022451	-0.072606154	-0.026603527	0.044287745	0.017595258	-0.00073978154	-0.07119781	0.0077982014	-0.087278545	0.057645548	0.041580945	-0.00080079807	-0.017976057	0.0045115757	-0.08023673
0.028567122	0.006409552	-0.042693604	-0.0014785638	0.04035781	-0.009570616	0.04429221	-0.07111218	-0.028944703	0.007626444	0.053523008	-0.0040031876	-0.011595692	-0.051384695	0.04034095	-0.042385053
0.036492627	0.048389595	-0.012435077	-0.011198816	-0.0014605373	-0.009554919	0.032912612	-0.024164539	-0.027670456	-0.07061452	0.0068271747	-0.010281776	0.046834704	-0.08103129	0.051009264	0.042208064
0.059826605	0.034748413	-0.029239008	-0.05783471	-0.017757567	0.03994504	-0.052789174	-0.10968791	0.0036844907	-0.039907813	0.056977697	0.0028929505	0.035333008	-0.007780433	0.016626451	0.023857165
0.039431307	-0.02656184	-0.08991869	-0.12799957	0.03051532	0.0728215	-0.005413457	-0.030515758	0.06894512	-0.025473548	-0.031283904	-0.0070470474	-0.058214627	-0.0026452194	-0.004742381	0.041487064
0.052256286	0.001457859	-0.11098402	-0.025279822	0.072603	-0.004097032	0.058726743	-0.10229262	0.014605295	-0.13001502	0.0067646224	-0.01831827	0.028638994	-0.06751598	0.07159972	-0.054511596
0.037989732	0.047473095	-0.041530494	0.0011964106	0.042237706	-0.026769789	0.08043246	0.09468164	-0.123714454	-0.06678318	0.0150204105	0.062291473	-0.041119736	-0.008509224	0.010672529	0.07907334
0.010174071	-0.053254787	-0.040723383	-0.0367194	0.06320314	-0.05087902	0.06039935	-0.0018023885	0.05476511	-0.062501594	0.008068655	0.0063131438	-0.038234536	-0.06674983	-0.08232629	-0.16343564
0.034919992	-0.026984736	-0.005575228	-0.040216602	0.02397342	0.044472016	-0.006921939	-0.019127607	-0.05807663	-0.013547712	0.00310689	-0.0132599445	0.050991163	-0.014238334	0.041854523	-0.012245567
0.0034997403	-0.047674708	0.018766094	-0.038514256	0.015160497	0.016806746	-0.0321682	-0.043471135	0.012872809	-0.100855105	0.010947344	-0.010286072	-0.05345885	-0.00744459	0.15419857	-0.058248293
0.059472624	-0.00543078	-0.056742597	-0.03627265	-0.009044235	0.06412897	0.045143455	-0.06299238	-0.047591258	-0.025587847	0.048371837	-0.044161294	-0.024223022	-0.02746795	0.03810181	-0.013539303
0.01170718	-0.03896249	-0.04064153	0.034989517	0.07759668	-0.04156651	-0.005445884	-0.103880554	-0.040840648	-0.087473035	-0.004797258	0.012879307	0.044595983	-0.008891773	0.0063899974	0.006552377
-0.04423417	0.040663756	-0.01656601	-0.018868051	0.076178625	0.028556155	-0.029025892	-0.008728245	0.0013101875	-0.13389714	0.0031571637	0.01471891	-0.024931462	0.022965958	-0.103693195	0.020754956
0.010252138	0.008467087	-0.078193806	-0.081632696	-0.049225625	0.024724066	0.014355146	-0.04296639	-0.05802841	-0.07599093	0.05562363	0.035880648	-0.035036433	0.020480683	-0.015416247	-0.0012911737
-0.01348228	0.05189375	-0.030270144	0.07604118	0.035587266	-0.0077214134	-0.036868814	-0.13297147	-0.029429369	-0.039669916	0.01907475	-0.018341519	0.017168328	-0.039526675	-0.047318246	0.046286914
-0.061239928	-0.1004248	0.07849781	-0.003055614	0.029360307	-0.02312947	0.05642175	-0.04421918	0.007859561	-0.038225126	0.01215805	0.027028672	-0.07804586	-0.022443544	0.043638516	-0.04769348
0.07231898	-0.028612768	-0.07721935	0.007290454	0.020744735	0.12058376	-0.06510831	-0.02683729	-0.06720492	0.03769147	0.08186528	0.077414945	0.08798495	0.061251026	0.004196951	0.101908594
0.08006099	-0.13177979	-0.033741843	0.107132696	0.102518305	-0.017870525	-0.033689078	-0.0936746	-0.0822643	-0.030912062	0.028285962	0.0070203585	-0.018427666	-0.07990385	-0.004585697	0.013891255
0.02984173	0.06106861	-0.15672192	0.021497909	-0.0009533569	-0.008968397	0.047879893	-0.13252865	-0.027306821	-0.029467894	-0.043152697	0.016959853	0.019565247	0.016016593	0.008031094	-0.005262262
-0.010240851	0.012295796	-0.05117041	-0.00013035341	-0.03279435	-0.044472568	0.025869684	-0.024311077	0.058587585	0.029624436	0.04512311	-0.06964936	-0.01956364	-0.09479374	-0.003351195	-0.069431975
0.051390834	-0.0070049786	-0.006106336	0.030715594	0.01957514	0.014943955	-0.02177235	-0.07957256	-0.006022125	0.10287404	0.047239315	0.014673771	-0.028165352	0.03007632	0.043355037	0.05201391
-0.056713313	-0.03789171	-0.058742527	0.04827892	0.019690717	0.007944401	0.10011769	-0.041632403	-0.06786514	0.09292279	-0.07606193	-0.067791685	0.011671144	-0.07315284	0.08775679	0.034072325
0.022563094	0.018676506	-0.05116446	0.03046473	-0.025311017	0.02489223	0.019061606	0.07728078	-0.043278128	-0.13818519	0.13092954	-0.028833771	-0.018303776	0.005075627	0.13249174	-0.026915563
0.007816516	0.12973057	-0.034119107	-0.08321101	0.08832401	-0.09905101	-0.048076198	0.042603735	-0.016706236	-0.0019531455	-0.0399657	-0.019958945	0.0034502202	-0.0235737	0.03620052	-0.061245527
-0.010583435	0.0038251926	0.019804241	-0.045088384	0.07712844	-0.054873526	-0.009308674	-0.058179572	-0.07421873	-0.038062274	0.06757007	0.011097994	-0.037285578	0.03280445	0.06929813	-0.12220658
0.0044180374	-0.043474432	-0.0139265545	0.0030268254	0.023562722	-0.038288657	-0.06071224	0.08382958	0.030748492	-0.10693286	-0.083851986	-0.07477396	-0.055525653	-0.060255826	0.10110167	0.026802769
